13594669.1,4509710.542
13594669.07,4509709.273
13594670.85,4509709.54
13594667.95,4509709.828
13594668.35,4509708.185
13594670.4,4509708.896
13594671.69,4509708.057
13594669.55,4509708.785
13594668.64,4509708.909
13594669.07,4509709.321
13594668.3,4509709.258
13594670.23,4509709.05
13594669.4,4509708.939
13594672.08,4509707.62
13594671.2,4509707.653
13594670.41,4509707.508
13594669.64,4509707.495
13594668.72,4509707.436
13594669.35,4509708.049
13594668.37,4509707.963
13594668.81,4509707.959
13594671.69,4509708.678
13594671.65,4509707.417
13594671.51,4509709.964
13594669.29,4509710.802
13594669.2,4509707.419
13594670.97,4509708.781
13594671.94,4509708.608
13594670.46,4509708.833
13594671.98,4509709.103
13594670.28,4509708.542
13594669.59,4509707.384
13594670.8,4509707.664
13594669.55,4509710.48
13594668.64,4509708.909
13594670.94,4509708.575
13594668.62,4509708.385
13594671.26,4509710.161
13594667.92,4509709.859
13594670.98,4509710.306
13594669.97,4509710.89
13594669.83,4509708.212
13594669.94,4509708.903
13594669.35,4509708.049
13594669.61,4509707.792
13594670.4,4509707.982
13594671.2,4509707.812
13594672.13,4509708.036
13594669.5,4509708.627
13594669.99,4509709.32
13594670.62,4509709.381
13594668.69,4509709.644
13594668.64,4509708.909
13594669.32,4509709.137
13594670.15,4509709.216
13594671.02,4509709.301
13594671.82,4509709.181
13594669.27,4509710.206
13594672.03,4509709.663
13594671.08,4509709.688
13594668.69,4509704.937
13594669.06,4509703.476
13594668.97,4509702.445
13594668.58,4509701.101
13594668.15,4509706.115
13594667.8,4509707.067
13594667.65,4509708.136
13594667.8,4509710.562
13594667.67,4509711.88
13594667.65,4509712.526
13594667.61,4509713.517
13594667.45,4509714.701
13594667.56,4509715.736
13594667.54,4509717.184
13594668.44,4509717.182
13594667.9,4509718.445
13594668.92,4509718
13594669.03,4509723.7
13594668.24,4509723.498
13594668.26,4509723.042
13594669.38,4509722.832
13594668.88,4509722.92
13594668.71,4509722.132
13594668.86,4509723.935
13594667.13,4509722.143
13594668.87,4509723.412
13594668.15,4509723.245
13594669.42,4509723.086
13594668.63,4509722.853
13594668.63,4509722.39
13594667.62,4509722.288
13594667,4509722.226
13594669.45,4509722.253
13594668.63,4509721.99
13594668.56,4509721.717
13594669.8,4509721.204
13594668.8,4509721.264
13594668.23,4509721.193
13594668.29,4509720.877
13594668.87,4509722.4
13594668.27,4509722.381
13594668.13,4509722.015
13594669.57,4509721.372
13594668.63,4509721.618
13594668.27,4509722.381
13594668.59,4509723.282
13594668.59,4509723.851
13594668.52,4509724.724
13594668.56,4509723.343
13594668.53,4509724.159
13594668.52,4509721.76
13594668.43,4509722.468
13594668.41,4509723.357
13594668.6,4509724.158
13594668.54,4509722.578
13594667.72,4509722.962
13594668.43,4509723.766
13594668.5,4509723.332
13594668.69,4509722.995
13594669.87,4509722.757
13594669.17,4509722.82
13594669.14,4509723.82
13594668.3,4509723.725
13594668.61,4509723.174
13594666.29,4509725.462
13594666.46,4509727.193
13594666.46,4509727.193
13594667.77,4509726.143
13594667.55,4509727.554
13594667.55,4509729.433
13594666.44,4509730.868
13594665.56,4509730.092
13594668.36,4509728.05
13594664.32,4509730.687
13594662.84,4509731.507
13594662.61,4509730.297
13594661.16,4509730.959
13594661.55,4509731.892
13594661.74,4509730.115
13594659.47,4509730.958
13594657.07,4509730.903
13594656.15,4509730.955
13594657.91,4509731.056
13594657.07,4509730.903
13594656.43,4509730.7
13594658.53,4509730.44
13594657.69,4509730.365
13594657.06,4509730.265
13594658.25,4509731.812
13594657.54,4509731.591
13594656.89,4509731.574
13594657.22,4509730.39
13594657.23,4509729.726
13594656.53,4509731.431
13594658.99,4509731.758
13594658.86,4509731.096
13594658.94,4509729.91
13594658.65,4509728.963
13594658.07,4509731.703
13594657.92,4509730.706
13594658.56,4509730.44
13594658.15,4509731.269
13594659.01,4509729.624
13594657.85,4509731.987
13594657.49,4509729.438
13594656.65,4509729.438
13594659.01,4509731.679
13594658.42,4509731.654
13594658.86,4509730.632
13594658.07,4509730.558
13594657.01,4509730.482
13594658.4,4509731.581
13594659.72,4509730.909
13594657.28,4509730.521
13594656.94,4509729.911
13594656.8,4509731.628
13594658.2,4509730.073
13594657.62,4509730.036
13594657.44,4509731.431
13594659.35,4509731.143
13594658.39,4509730.953
13594657.82,4509731.195
13594657,4509730.937
13594656.13,4509730.901
13594657.39,4509732.657
13594656.55,4509732.559
13594657.71,4509729.508
13594657.23,4509731.168
13594658.1,4509732.134
13594658.07,4509731.298
13594658.73,4509730.999
13594658.4,4509730.772
13594656.78,4509730.269
13594657.14,4509731.972
13594656,4509731.583
13594657.41,4509729.423
13594657.82,4509730.478
13594657.47,4509731.788
13594657.49,4509730.648
13594658.96,4509731.949
13594658.86,4509730.738
